drug,strength,form,package_quantity,acquisition_cost,markup,pharmacy_fee,shipping_fee,final_price,brand_name,sku,retail_price_per_unit_UNRELIABLE,package_size_raw,volume_raw,package_quantity_status,product_slug,is_available,specialty_medication
Furosemide,40mg,Tablet,1000.0,,,,,5.66,Lasix,37200030000310-Generic,0.29,1000,,confirmed,furosemide-20mg-tablet,False,False
Furosemide,80mg,Tablet,500.0,,,,,5.76,Lasix,37200030000315-Generic,0.32,500,,confirmed,furosemide-20mg-tablet,False,False
Furosemide,10mg/mL,Bottle of Solution,60.0,,,,,10.83,Lasix,37200030002050-60-Generic,17.0,60,60mL,confirmed,furosemide-20mg-tablet,False,False
Galantamine Hydrobromide,4mg/mL,Bottle of Solution,100.0,,,,,387.95,Reminyl,62051030102020-100-Generic,395.0,100,100mL,confirmed,galantamine-hydrobromide-4mg-ml-bottle-of-solution-100-reminyl,False,False
Galantamine Hydrobromide,12mg,Tablet,60.0,,,,,11.62,Razadyne,62051030100340-Generic,3.3,60,,confirmed,galantamine-hydrobromide-12mg-tablet-razadyne,False,False
Galantamine Hydrobromide,4mg,Tablet,60.0,,,,,7.62,Razadyne,62051030100320-Generic,2.63,60,,confirmed,galantamine-hydrobromide-12mg-tablet-razadyne,False,False
Galantamine Hydrobromide,8mg,Tablet,60.0,,,,,9.48,Razadyne,62051030100330-Generic,3.03,60,,confirmed,galantamine-hydrobromide-12mg-tablet-razadyne,False,False
Galantamine Hydrobromide ER,16mg,Capsule Extended Release,30.0,,,,,20.15,Razadyne ER,62051030107030-Generic,6.0,30,,confirmed,galantamine-hydrobromide-er-16mg-capsule-extended-release-razadyne-er,False,False
Galantamine Hydrobromide ER,8mg,Capsule Extended Release,30.0,,,,,20.46,Razadyne ER,62051030107020-Generic,6.63,30,,confirmed,galantamine-hydrobromide-er-16mg-capsule-extended-release-razadyne-er,False,False
Galantamine Hydrobromide ER,24mg,Capsule Extended Release,30.0,,,,,19.52,Razadyne ER,62051030107040-Generic,5.43,30,,confirmed,galantamine-hydrobromide-er-16mg-capsule-extended-release-razadyne-er,False,False
Ganirelix Acetate,250mcg/0.5ml,Solution Prefilled Syringe,0.5,,,,,45.25,Ganirelix Acetate,3009004010E520-0.5-Generic,225.0,0.5,0.5 mL,confirmed,ganirelix-acetate-250mcg_0_5ml-solution-prefilled-syringe-0_5,False,False
Gatifloxacin,0.50%,Solution Dropper,2.5,,,,,19.11,Zymaxid,86101029002030-2.5-Generic,117.0,2.5,2.5mL,confirmed,gatifloxacin-0_50-solution-dropper-2_5-zymaxid,False,False
GaviLyte-C (PEG 3350-KCl-Na Bicarb-NaCl-Na Sulfate),240gm,Bottle of Solution Reconstituted,4000.0,,,,,26.09,,46992005302140-4000-GaviLyte-C,27.0,4000,4 liter,confirmed,peg-3350-kcl-na-bicarb-nacl-na-sulfate-240gm-bottle-of-solution-reconstituted-4000-gavilyte-c,False,False
Gefitinib,250mg,Bottle of Tablets,30.0,,,,,1153.85,Iressa,21360030000320-30-Generic,7041.0,30,30 Tablets,confirmed,gefitinib-250mg-bottle-of-tablets-30-iressa,False,False
Gemfibrozil,600mg,Tablet,500.0,,,,,7.76,Lopid,39200030000310-Generic,0.74,500,,confirmed,Gemfibrozil-600mg-Tablet,False,False
Gentamicin Sulfate,0.10%,Tube of Cream,15.0,,,,,12.19,Garamycin,90100050103705-15-Generic,32.71,15,15mL,confirmed,gentamicin-sulfate-0_1-15ml-tube-of-cream,False,False
Gentamicin Sulfate,0.10%,Tube of Cream,30.0,,,,,27.0,Garamycin,90100050103705-30-Generic,92.25,30,30mL,confirmed,gentamicin-sulfate-0_1-15ml-tube-of-cream,False,False
Gentamicin Sulfate,0.10%,Ointment 15mL,15.0,,,,,12.0,Garamycin,90100050104205-15-Generic,48.46,15,15mL,confirmed,gentamicin-sulfate-0_1-15ml-tube-of-cream,False,False
Gentamicin Sulfate,0.10%,Ointment 30mL,30.0,,,,,22.77,Garamycin,90100050104205-30-Generic,86.45,30,30mL,confirmed,gentamicin-sulfate-0_1-15ml-tube-of-cream,False,False
Gentamicin Sulfate,0.30%,Ophthalmic Solution,5.0,,,,,7.88,Garamycin,86101030002005-5-Generic,26.82,5,5mL,confirmed,gentamicin-sulfate-0_1-15ml-tube-of-cream,False,False
Glatopa (Glatiramer Acetate),20mg/mL,Solution Prefilled Syringe,30.0,,,,,1148.08,Copaxone,6240003010E520-30-Generic,11321.84,30,30mL (30 x 1mL Syringes),confirmed,glatopa-glatiramer-acetate-20mg-ml-copaxone,False,False
Glatopa (Glatiramer Acetate),40mg/mL,Solution Prefilled Syringe,12.0,,,,,992.5,Copaxone,6240003010E540-12-Generic,10105.52,12,12mL (12 x 1mL Syringes),confirmed,glatopa-glatiramer-acetate-20mg-ml-copaxone,False,False
Glimepiride,1mg,Tablet,100.0,,,,,5.34,Amaryl,27200027000310-Generic,0.26,100,,confirmed,glimepiride-1mg-tablet,False,False
Glimepiride,2mg,Tablet,500.0,,,,,5.41,Amaryl,27200027000320-Generic,0.3,500,,confirmed,glimepiride-1mg-tablet,False,False
Glimepiride,4mg,Tablet,500.0,,,,,5.52,Amaryl,27200027000340-Generic,0.42,500,,confirmed,glimepiride-1mg-tablet,False,False
Glipizide,10mg,Tablet,100.0,,,,,5.79,Glucotrol,27200030000310-Generic,0.22,100,,confirmed,glipizide-10mg-tablet,False,False
Glipizide,5mg,Tablet,1000.0,,,,,5.45,Glucotrol,27200030000305-Generic,0.23,1000,,confirmed,glipizide-10mg-tablet,False,False
Glipizide Extended Release (ER),10mg,Extended Release Tablet,500.0,,,,,7.35,Glucotrol XL,27200030007520-Generic,0.72,500,,confirmed,glipizide-extended-release-10mg-tablet,False,False
Glipizide Extended Release (ER),2.5mg,Extended Release Tablet,30.0,,,,,8.21,Glucotrol XL,27200030007505-Generic,0.43,30,,confirmed,glipizide-extended-release-10mg-tablet,False,False
Glipizide Extended Release (ER),5mg,Extended Release Tablet,100.0,,,,,6.72,Glucotrol XL,27200030007510-Generic,0.55,100,,confirmed,glipizide-extended-release-10mg-tablet,False,False
Glipizide-Metformin HCl,2.5-250mg,Tablet,100.0,,,,,9.28,Metaglip,27997002350320-Generic,4.63,100,,confirmed,glipizide-metformin-hcl-2_5-250mg-tablet-metaglip,False,False
Glipizide-Metformin HCl,2.5-500mg,Tablet,100.0,,,,,10.21,Metaglip,27997002350325-Generic,1.53,100,,confirmed,glipizide-metformin-hcl-2_5-250mg-tablet-metaglip,False,False
Glipizide-Metformin HCl,5-500mg,Tablet,100.0,,,,,9.04,Metaglip,27997002350340-Generic,1.17,100,,confirmed,glipizide-metformin-hcl-2_5-250mg-tablet-metaglip,False,False
Glucagon,1mg,Emergency Kit,1.0,,,,,115.4,Glucagon Emergency,27300010002105-1-Generic,281.18,1,1 ea,confirmed,glucagon-1mg-emergency-kit-1,False,False
Glyburide,1.25mg,Tablet,100.0,,,,,5.79,Glyburide,27200040000305-Generic,0.39,100,,confirmed,glyburide-1_25mg-tablet,False,False
Glyburide,2.5mg,Tablet,500.0,,,,,5.55,Glyburide,27200040000310-Generic,0.49,500,,confirmed,glyburide-1_25mg-tablet,False,False
Glyburide,5mg,Tablet,1000.0,,,,,5.45,Glyburide,27200040000315-Generic,0.5,1000,,confirmed,glyburide-1_25mg-tablet,False,False
Glyburide-Metformin,5mg-500mg,Tablet,100.0,,,,,11.0,Glucovance,27997002400330-Generic,0.33,100,,confirmed,glyburide-metformin-5mg-500mg-tablet,False,False
Glyburide-Metformin,1.25-250mg,Tablet,100.0,,,,,5.76,Glucovance,27997002400310-Generic,1.07,100,,confirmed,glyburide-metformin-5mg-500mg-tablet,False,False
Glyburide-Metformin,2.5-500mg,Tablet,100.0,,,,,10.86,Glucovance,27997002400320-Generic,1.23,100,,confirmed,glyburide-metformin-5mg-500mg-tablet,False,False
Glyburide Micronized,3mg,Tablet,100.0,,,,,7.62,Glynase,27200040100320-Generic,0.67,100,,confirmed,glyburide-micronized-3mg-tablet-glynase,False,False
Glyburide Micronized,6mg,Tablet,100.0,,,,,8.31,Glynase,27200040100340-Generic,0.9,100,,confirmed,glyburide-micronized-3mg-tablet-glynase,False,False
Glycopyrrolate,1mg/5ml,mL,473.0,,,,,8.14,Cuvposa,49102030002060-Generic,1.04,473,,confirmed,glycopyrrolate-1mg_5ml-ml,False,False
Glycopyrrolate,1mg,Tablet,100.0,,,,,7.04,Robinul,49102030000310-Generic,1.4,100,,confirmed,glycopyrrolate-1mg-tablet-robinul,False,False
Glycopyrrolate,2mg,Tablet,100.0,,,,,9.24,Robinul,49102030000315-Generic,1.91,100,,confirmed,glycopyrrolate-1mg-tablet-robinul,False,False
Granisetron HCl,1mg,Tablet,20.0,,,,,25.87,Kytril,50250035100310-Generic,21.46,20,,confirmed,granisetron-hcl-1mg-tablet,False,False
Griseofulvin Microsize,125mg/5mL,Bottle of Suspension,120.0,,,,,29.32,Grifulvin V,11000030101805-120-Generic,108.0,120,120mL,confirmed,griseofulvin-microsize-125mg-5ml-bottle-of-suspension-120-grifulvin-v,False,False
Griseofulvin Microsize,500mg,Tablet,100.0,,,,,229.25,Fulvicin U/F,11000030100315-Generic,8.43,100,,confirmed,griseofulvin-microsize-500mg-tablet-fulvicin-u-f,False,False
Griseofulvin Ultramicrosize,125mg,Tablet,100.0,,,,,55.44,Gris-PEG,11000030200305-Generic,5.77,100,,confirmed,griseofulvin-ultramicrosize-125mg-tablet-gris-peg,False,False
Griseofulvin Ultramicrosize,250mg,Tablet,100.0,,,,,76.35,Gris-PEG,11000030200315-Generic,6.0,100,,confirmed,griseofulvin-ultramicrosize-125mg-tablet-gris-peg,False,False
Guaifenesin,400mg,Tablet,60.0,,,,,6.45,Bidex,43200010000340-Generic,0.43,60,,confirmed,guaifenesin-400mg-tablet-bidex,False,False
Guaifenesin ER,600mg,Tablet Extended Release 12HR,40.0,,,,,11.45,Guaifenex LA,43200010007420-Generic,0.93,40,,confirmed,guaifenesin-er-600mg-tablet-extended-release-12hr-guaifenex-la,False,False
Guanfacine HCl,1mg,Tablet,100.0,,,,,6.72,Tenex,36201025100320-Generic,0.98,100,,confirmed,GuanfacineHCL-1mg-Tablet,False,False
Guanfacine HCl,2mg,Tablet,100.0,,,,,7.69,Tenex,36201025100330-Generic,1.4,100,,confirmed,GuanfacineHCL-1mg-Tablet,False,False
Guanfacine HCl Extended Release (ER),1mg,Extended Release Tablet,100.0,,,,,6.76,Intuniv,61353030107520-Generic,8.23,100,,confirmed,GuanfacineHClER-1mg-Tablet,False,False
Guanfacine HCl Extended Release (ER),2mg,Extended Release Tablet,100.0,,,,,7.14,Intuniv,61353030107530-Generic,8.21,100,,confirmed,GuanfacineHClER-1mg-Tablet,False,False
Guanfacine HCl Extended Release (ER),3mg,Extended Release Tablet,100.0,,,,,7.76,Intuniv,61353030107540-Generic,8.56,100,,confirmed,GuanfacineHClER-1mg-Tablet,False,False
Guanfacine HCl Extended Release (ER),4mg,Extended Release Tablet,100.0,,,,,6.93,Intuniv,61353030107550-Generic,8.09,100,,confirmed,GuanfacineHClER-1mg-Tablet,False,False
Hadlima,40mg/0.4mL,Box of 2 Prefilled Syringes,0.8,,,,,1196.76,Humira,6627001520E510-0.8-Hadlima,1868.36,0.8,0.8mL (2 Prefilled Syringes),confirmed,hadlima-adalimumab-bwwd-40mg-0_4ml-box-of-2-prefilled-syringes-0_8,False,False
Hadlima,40mg/0.8mL,Box of 2 Prefilled Syringes,1.6,,,,,1196.76,Humira,6627001520E520-1.6-Hadlima,1245.99,1.6,1.6mL (2 Prefilled Syringes),confirmed,hadlima-adalimumab-bwwd-40mg-0_4ml-box-of-2-prefilled-syringes-0_8,False,False
Hadlima PushTouch,40mg/0.4mL,Box of 2 Auto-injectors,0.8,,,,,1196.76,Humira,6627001520D510-0.8-Hadlima_PushTouch,2011.08,0.8,0.8mL (2 Auto-injectors),confirmed,hadlima-pushtouch-adalimumab-bwwd-40mg-0_4ml-box-of-2-auto-injectors-0_8,False,False
Hadlima PushTouch,40mg/0.8mL,Box of 2 Auto-injectors,1.6,,,,,1196.76,Humira,6627001520D520-1.6-Hadlima_PushTouch,1488.2,1.6,1.6mL (2 Auto-injectors),confirmed,hadlima-pushtouch-adalimumab-bwwd-40mg-0_4ml-box-of-2-auto-injectors-0_8,False,False
Halobetasol Propionate,0.05%,Cream,50.0,,,,,21.1,Ultravate,90550073103710-50-Generic,169.75,50,50g,confirmed,halobetasolpropionate-0_0005-cream,False,False
Halobetasol Propionate,0.05%,Ointment,50.0,,,,,16.78,Ultravate,90550073104210-50-Generic,200.5,50,50g,confirmed,halobetasolpropionate-0_0005-cream,False,False
Haloperidol,0.5mg,Tablet,100.0,,,,,6.41,Haldol,59100010100305-Generic,0.59,100,,confirmed,haloperidol-0_5mg-tablet,False,False
Haloperidol,10mg,Tablet,100.0,,,,,8.14,Haldol,59100010100325-Generic,1.46,100,,confirmed,haloperidol-0_5mg-tablet,False,False
Haloperidol,1mg,Tablet,100.0,,,,,7.73,Haldol,59100010100310-Generic,0.78,100,,confirmed,haloperidol-0_5mg-tablet,False,False
Haloperidol,2mg,Tablet,100.0,,,,,5.93,Haldol,59100010100315-Generic,0.88,100,,confirmed,haloperidol-0_5mg-tablet,False,False
Haloperidol,5mg,Tablet,100.0,,,,,11.45,Haldol,59100010100320-Generic,0.94,100,,confirmed,haloperidol-0_5mg-tablet,False,False
Haloperidol,20mg,Tablet,100.0,,,,,8.24,Haldol,59100010100330-Generic,3.07,100,,confirmed,haloperidol-0_5mg-tablet,False,False
Haloperidol,2mg/mL,Concentrate Dropper,15.0,,,,,10.39,Haldol,59100010201305-15-Generic,35.0,15,15mL,confirmed,haloperidol-0_5mg-tablet,False,False
Hydralazine,100mg,Tablet,100.0,,,,,6.72,Apresoline,36400010100320-Generic,0.73,100,,confirmed,hydralazine-100mg-tablet,False,False
Hydralazine,10mg,Tablet,100.0,,,,,5.55,Apresoline,36400010100305-Generic,0.2,100,,confirmed,hydralazine-100mg-tablet,False,False
Hydralazine,25mg,Tablet,1000.0,,,,,5.45,Apresoline,36400010100310-Generic,0.23,1000,,confirmed,hydralazine-100mg-tablet,False,False
Hydralazine,50mg,Tablet,100.0,,,,,5.93,Apresoline,36400010100315-Generic,25.87,100,,confirmed,hydralazine-100mg-tablet,False,False
Hydrochlorothiazide,12.5mg,Capsule,100.0,,,,,5.52,Microzide,37600040000110-Generic,0.35,100,,confirmed,hydrochlorothiazide-12_5mg-capsule,False,False
Hydrochlorothiazide,12.5mg,Tablet,100.0,,,,,6.21,Microzide,37600040000303-Generic,0.68,100,,confirmed,hydrochlorothiazide-12_5mg-capsule,False,False
Hydrochlorothiazide,25mg,Tablet,1000.0,,,,,5.24,Microzide,37600040000305-Generic,0.31,1000,,confirmed,hydrochlorothiazide-12_5mg-capsule,False,False
Hydrochlorothiazide,50mg,Tablet,1000.0,,,,,5.38,Microzide,37600040000310-Generic,0.28,1000,,confirmed,hydrochlorothiazide-12_5mg-capsule,False,False
Hydrocortisone,1%,Cream,28.0,,,,,6.55,Preparation H,90550075003720-28-Generic,25.57,28,28.4g,confirmed,hydrocortisone-0_01-cream,False,False
Hydrocortisone,100mg/60mL,Enema,60.0,,,,,17.32,Cortenema,89150010005110-60-Generic,179.0,60,60mL,confirmed,hydrocortisone-100mg-60ml-enema-60-cortenema,False,False
Hydrocortisone,1%,Tube of Ointment,28.35,,,,,10.46,Cortizone-10,90550075004210-28.35-Generic,11.0,28.35,28.35g,confirmed,hydrocortisone-1-tube-of-ointment-28_35-cortizone-10,False,False
Hydrocortisone,2.5%,Tube of Cream,28.35,,,,,7.74,Hytone,90550075003725-28.35-Generic,16.82,28.35,28.35g,confirmed,Hydrocortisone-0_025-Cream,False,False
Hydrocortisone,2.50%,Bottle of Lotion,118.0,,,,,36.27,Hytone,90550075004120-118-Generic,85.0,118,118mL,confirmed,Hydrocortisone-0_025-Cream,False,False
Hydrocortisone,2.50%,Ointment,28.35,,,,,8.27,Hytone,90550075004215-28.35-Generic,47.2,28.35,28.35g,confirmed,Hydrocortisone-0_025-Cream,False,False
Hydrocortisone,2.5%,Tube of Cream,30.0,,,,,7.79,Hytone,90550075003725-30-Generic,16.82,30,30 grams,confirmed,Hydrocortisone-0_025-Cream,False,False
Hydrocortisone,10mg,Tablet,100.0,,,,,8.28,Cortef,22100025000305-Generic,1.17,100,,confirmed,hydrocortisone-10mg-tablet-cortef,False,False
Hydrocortisone,20mg,Tablet,100.0,,,,,10.93,Cortef,22100025000310-Generic,1.6,100,,confirmed,hydrocortisone-10mg-tablet-cortef,False,False
Hydrocortisone,5mg,Tablet,50.0,,,,,8.45,Cortef,22100025000303-Generic,1.93,50,,confirmed,hydrocortisone-10mg-tablet-cortef,False,False
Hydrocortisone Ace-Pramoxine,1-1%,Tube of Cream,30.0,,,,,161.04,Analpram-HC,89991002313710-30-Generic,162.6,30,1oz,confirmed,hydrocortisone-ace-pramoxine-1-1-tube-of-cream-30-analpram-hc,False,False
Hydrocortisone-Acetic Acid,1-2%,Solution Dropper,10.0,,,,,54.73,Acetasol HC,87300020102000-10-Generic,215.0,10,10mL,confirmed,hydrocortisone-acetic-acid-1-2-solution-dropper-10-acetasol-hc,False,False
Hydrocortisone Butyrate,0.10%,Bottle of Solution,20.0,,,,,51.87,Locoid,90550075302020-20-Generic,70.0,20,20mL,confirmed,hydrocortisone-butyrate-0_10-bottle-of-solution-20-locoid,False,False
Hydrocortisone Butyrate,0.10%,Bottle of Lotion,59.0,,,,,53.88,Locoid,90550075304120-59-Generic,210.0,59,59mL,confirmed,hydrocortisone-butyrate-0_10-bottle-of-solution-20-locoid,False,False
Hydrocortisone Butyrate,0.10%,Tube of Cream,15.0,,,,,53.3,Locoid,90550075303705-15-Generic,65.0,15,15g,confirmed,hydrocortisone-butyrate-0_10-bottle-of-solution-20-locoid,False,False
Hydrocortisone Butyrate,0.10%,Tube of Ointment,15.0,,,,,27.86,Locoid,90550075304205-15-Generic,57.0,15,15g,confirmed,hydrocortisone-butyrate-0_10-bottle-of-solution-20-locoid,False,False
Hydrocortisone Butyrate Lipid,0.10%,Tube of Cream,45.0,,,,,40.19,Locoid Lipocream,90550075323705-45-Generic,214.0,45,45g,confirmed,hydrocortisone-butyr-lipo-base-0_10-tube-of-cream-45-locoid-lipocream,False,False
Hydrocortisone Perianal,25mg,Suppository,12.0,,,,,27.98,Anusol-HC,89100010105230-Generic,6.2,12,,confirmed,hydrocortisone-acetate-25mg-suppository-anusol-hc,False,False
Hydrocortisone Perianal,2.50%,Cream,30.0,,,,,9.6,Anusol-HC,89100010003720-30-Generic,80.54,30,30g,confirmed,hydrocortisone-acetate-25mg-suppository-anusol-hc,False,False
Hydrocortisone (Perianal),1%,Tube of Cream,28.4,,,,,16.53,Procto-Pak,89100010003705-28.4-Generic,68.0,28.4,28.4g,confirmed,hydrocortisone-perianal-1-tube-of-cream-28_4-procto-pak,False,False
Hydrocortisone Valerate,0.20%,Tube of Ointment,60.0,,,,,85.5,Westcort,90550075204205-60-Generic,236.0,60,60g,confirmed,hydrocortisone-valerate-0_20-tube-of-ointment-60-westcort,False,False
Hydrocortisone Valerate,0.20%,Cream,15.0,,,,,8.35,Westcort,90550075203705-15-Generic,83.45,15,15g,confirmed,hydrocortisone-valerate-0_20-tube-of-ointment-60-westcort,False,False
Hydrocortisone Valerate,0.2 %,Tube of Ointment,15.0,,,,,36.05,Westcort,90550075204205-15-Generic,89.99,15,15 grams,confirmed,hydrocortisone-valerate-0_20-tube-of-ointment-60-westcort,False,False
Hydroxychloroquine Sulfate,200mg,Tablet,500.0,,,,,6.97,Plaquenil,13000020100305-Generic,2.44,500,,confirmed,hydroxychloroquine-sulfate-200mg-tablet,False,False
Hydroxychloroquine Sulfate,300mg,Tablet,100.0,,,,,20.87,Plaquenil,13000020100308-Generic,6.48,100,,confirmed,hydroxychloroquine-sulfate-200mg-tablet,False,False
Hydroxychloroquine Sulfate,400mg,Tablet,100.0,,,,,26.08,Plaquenil,13000020100310-Generic,8.7,100,,confirmed,hydroxychloroquine-sulfate-200mg-tablet,False,False
Hydroxychloroquine Sulfate,100mg,Tablet,100.0,,,,,10.93,Plaquenil,13000020100303-Generic,2.53,100,,confirmed,hydroxychloroquine-sulfate-200mg-tablet,False,False
Hydroxyurea,500mg,Capsule,100.0,,,,,8.24,Hydrea,21700030000105-Generic,0.9,100,,confirmed,hydroxyurea-500mg-capsule-hydrea,False,False
Hydroxyzine HCl,10mg,Tablet,100.0,,,,,5.59,Atarax,57200040100305-Generic,0.51,100,,confirmed,HydroxyzineHCl-10mg-Tablet,False,False
Hydroxyzine HCl,25mg,Tablet,100.0,,,,,6.52,Atarax,57200040100310-Generic,0.61,100,,confirmed,HydroxyzineHCl-10mg-Tablet,False,False
Hydroxyzine HCl,50mg,Tablet,100.0,,,,,6.38,Atarax,57200040100315-Generic,0.78,100,,confirmed,HydroxyzineHCl-10mg-Tablet,False,False
Hydroxyzine Pamoate,25mg,Capsule,500.0,,,,,6.59,Vistaril,57200040200105-Generic,0.48,500,,confirmed,hydroxyzinepamoate-25mg-capsule,False,False
Hydroxyzine Pamoate,50mg,Capsule,500.0,,,,,6.93,Vistaril,57200040200110-Generic,0.51,500,,confirmed,hydroxyzinepamoate-25mg-capsule,False,False
Hydroxyzine Pamoate,100mg,Capsule,100.0,,,,,15.94,Vistaril,57200040200115-Generic,1.17,100,,confirmed,hydroxyzinepamoate-25mg-capsule,False,False
Hyoscyamine Sulfate,0.125mg,Tablet Disintegrating,100.0,,,,,9.66,NuLev,49101030107220-Generic,1.23,100,,confirmed,hyoscyamine-sulfate-0_125mg-tablet-disintegrating-nulev,False,False
Hyoscyamine Sulfate,0.125mg,Tablet,100.0,,,,,7.79,Levsin,49101030100310-Generic,0.83,100,,confirmed,hyoscyamine-sulfate-0_125mg-tablet-levsin,False,False
Hyoscyamine Sulfate,0.125mg,Tablet Sublingual,100.0,,,,,8.83,Levsin/SL,49101030100710-Generic,0.9,100,,confirmed,hyoscyamine-sulfate-0_125mg-tablet-sublingual-levsin-sl,False,False
Ibandronate Sodium,150mg,Tablet Dose Pack,3.0,,,,,8.67,Boniva,30042048100360-3-Generic,349.0,3,3 Tablets,confirmed,ibandronate-sodium-150mg-tablet-dose-pack-3-boniva,False,False
Ibuprofen,400mg,Tablet,500.0,,,,,5.62,"Advil, Motrin",66100020000320-Generic,0.37,500,,confirmed,Ibuprofen-400mg-Tablet,False,False
Ibuprofen,600mg,Tablet,500.0,,,,,5.83,"Advil, Motrin",66100020000330-Generic,0.41,500,,confirmed,Ibuprofen-400mg-Tablet,False,False
Ibuprofen,800mg,Tablet,500.0,,,,,6.1,"Advil, Motrin",66100020000340-Generic,0.45,500,,confirmed,Ibuprofen-400mg-Tablet,False,False
Ibuprofen,100mg/5mL,Bottle of Suspension,120.0,,,,,7.89,"Advil, Motrin",66100020001820-120-Generic,11.0,120,120mL,confirmed,Ibuprofen-400mg-Tablet,False,False
Ibuprofen,200mg,Tablet,100.0,,,,,5.66,"Advil, Motrin",66100020000305-Generic,0.21,100,,confirmed,Ibuprofen-400mg-Tablet,False,False
Ibuprofen-Famotidine,800-26.6mg,Tablet,90.0,,,,,23.46,Duexis,66109902320340-Generic,11.87,90,,confirmed,ibuprofen-famotidine-800-26_6mg-tablet-duexis,False,False
Icosapent Ethyl,1g,Capsule,120.0,,,,,13.62,Vascepa,39500035100120-Generic,10.94,120,,confirmed,icosapent-ethyl-1g-capsule,False,False
Icosapent Ethyl,0.5g,Capsule,240.0,,,,,11.93,Vascepa,39500035100110-Generic,2.1,240,,confirmed,icosapent-ethyl-1g-capsule,False,False
Imatinib,100mg,Tablet,90.0,,,,,13.18,Gleevec,21531835100320-Generic,83.42,90,,confirmed,imatinib-100mg-tablet,False,False
Imatinib,400mg,Tablet,30.0,,,,,34.5,Gleevec,21531835100340-Generic,321.91,30,,confirmed,imatinib-100mg-tablet,False,False
Imipramine HCl,10mg,Tablet,100.0,,,,,6.24,Tofranil,58200050100305-Generic,0.73,100,,confirmed,imipramine-hcl-10mg-tablet,False,False
Imipramine HCl,25mg,Tablet,100.0,,,,,6.21,Tofranil,58200050100310-Generic,0.85,100,,confirmed,imipramine-hcl-10mg-tablet,False,False
Imipramine HCl,50mg,Tablet,100.0,,,,,6.24,Tofranil,58200050100315-Generic,1.22,100,,confirmed,imipramine-hcl-10mg-tablet,False,False
Imipramine Pamoate,100mg,Capsule,30.0,,,,,75.45,Tofranil-PM,58200050200110-Generic,16.2,30,,confirmed,imipramine-pamoate-100mg-capsule-tofranil-pm,False,False
Imipramine Pamoate,125mg,Capsule,30.0,,,,,75.45,Tofranil-PM,58200050200115-Generic,16.6,30,,confirmed,imipramine-pamoate-100mg-capsule-tofranil-pm,False,False
Imipramine Pamoate,150mg,Capsule,30.0,,,,,75.45,Tofranil-PM,58200050200120-Generic,15.73,30,,confirmed,imipramine-pamoate-100mg-capsule-tofranil-pm,False,False
Imipramine Pamoate,75mg,Capsule,30.0,,,,,75.45,Tofranil-PM,58200050200105-Generic,13.73,30,,confirmed,imipramine-pamoate-100mg-capsule-tofranil-pm,False,False
Imiquimod,5%,Cream,24.0,,,,,20.8,Aldara,90773040003720-Generic,11.25,24,0.25g packet,confirmed,imiquimod-5-cream,False,False
Imiquimod Pump,3.75%,Cream Pump,7.5,,,,,372.82,Zyclara,90773040003715-7.5-Generic,1352.0,7.5,7.5g,confirmed,imiquimod-pump-3_75-cream-pump-7_5-zyclara,False,False
Indapamide,1.25mg,Tablet,100.0,,,,,6.55,Lozol,37600050000303-Generic,0.53,100,,confirmed,indapamide-1_25mg-tablet-lozol,False,False
Indapamide,2.5mg,Tablet,100.0,,,,,6.83,Lozol,37600050000305-Generic,0.5,100,,confirmed,indapamide-1_25mg-tablet-lozol,False,False
Indomethacin,25mg,Capsule,100.0,,,,,7.79,Indocin,66100030000105-Generic,0.53,100,,confirmed,indomethacin-25mg-capsule,False,False
Indomethacin,50mg,Capsule,100.0,,,,,8.62,Indocin,66100030000110-Generic,0.54,100,,confirmed,indomethacin-25mg-capsule,False,False
Indomethacin Extended Release (ER),75mg,Extended Release Capsule,100.0,,,,,7.42,Indocin SR,66100030000205-Generic,2.14,100,,confirmed,indomethacin-extended-release-er-75mg-capsule,False,False
Insulin Pen Needle,31g x 6 mm,Box of Pen Needles,30.0,,,,,9.31,UltiCare Micro Pen Needles,97051050146361-30-Generic,17.15,30,30 ea,confirmed,insulin-pen-needle-31g-x-6-mm-miscellaneous-30,False,False
Insulin Pen Needle,31g x 6 mm,Box of Pen Needles,50.0,,,,,11.32,UltiCare Micro Pen Needles,97051050146361-50-Generic,23.85,50,50 ea,confirmed,insulin-pen-needle-31g-x-6-mm-miscellaneous-30,False,False
Insulin Pen Needle,31g x 8 mm,Box of Pen Needles,30.0,,,,,9.31,UltiCare Micro Pen Needles,97051050146364-30-Generic,17.15,30,30 ea,confirmed,insulin-pen-needle-31g-x-6-mm-miscellaneous-30,False,False
Insulin Pen Needle,31g x 8 mm,Box of Pen Needles,50.0,,,,,11.32,UltiCare Micro Pen Needles,97051050146364-50-Generic,23.85,50,50 ea,confirmed,insulin-pen-needle-31g-x-6-mm-miscellaneous-30,False,False
Insulin Pen Needle,32g x 4 mm,Box of Pen Needles,30.0,,,,,9.31,UltiCare Micro Pen Needles,97051050146366-30-Generic,17.15,30,30 ea,confirmed,insulin-pen-needle-31g-x-6-mm-miscellaneous-30,False,False
Insulin Pen Needle,32g x 4 mm,Box of Pen Needles,50.0,,,,,11.32,UltiCare Micro Pen Needles,97051050146366-50-Generic,23.85,50,50 ea,confirmed,insulin-pen-needle-31g-x-6-mm-miscellaneous-30,False,False
